update_cycle,actor_loss,critic_loss
0,5.569895703345537,32.76483693420887
1,3.4075690887868406,40.56498923897743
2,3.8195746943354605,43.16604809165001
3,2.822821617126465,17.3381365865469
4,1.3829005836043506,38.29627105593681
5,2.490195271745324,33.703083077073096
6,1.421450181119144,42.72026606798172
7,0.4994064649567008,32.743884700536725
8,0.8726865767966956,55.937114763259885
9,1.5312355788424612,29.463069903850556
10,0.7828770732972771,22.246732914447783
11,1.4064860120415688,20.073775534331798
12,1.0401567252352835,16.39150438606739
13,-0.22404033592902123,30.71062598824501
14,-0.765487040579319,28.85810517370701
15,-0.47206060914322734,23.28628373146057
16,0.02100787607487291,23.647197073698045
17,-0.5786518793785944,21.325427040457726
18,0.1883883430156857,25.6120468378067
19,0.43698964626528325,29.636946660280227
20,0.24450573981739582,20.654485234618186
21,-0.6251805490464903,15.5073835760355
22,-1.1845867042429745,35.756364703178406
23,0.744954857043922,18.51795879304409
24,-1.4877346496097743,41.23097347617149
25,0.945463817496784,29.957034385204317
26,-0.7441900153178722,17.72763113975525
27,-1.617977960780263,15.804407036304474
28,-0.9669579662964679,18.973171576857567
29,0.7506818683352321,24.04732766151428
30,-0.9579820720013231,25.82551698386669
31,-0.6124802461825312,27.380995720624924
32,-0.46864916384220123,17.634509095549582
33,-0.5315902957343497,16.177543187141417
34,0.29756531096063554,15.612939649820328
35,-0.6437031971290708,15.087072804570198
36,-0.31410323455929756,19.495513001084326
37,-0.4560920007759705,12.329886756837368
38,-1.7811794366687537,15.418182197213174
39,-0.5556647540070117,21.638448098301886
40,-1.369699925277382,14.392936047911643
41,-1.5652684262022376,14.80751085281372
42,-0.01821893153246492,16.64883286356926
43,-0.37191058206371963,16.519894391298294
44,0.05625717234797776,16.74125339090824
45,-0.09557261352892965,18.68964895606041
46,-2.0298412565141914,14.321996280550957
47,-2.005912803858519,10.077088022232056
48,-1.9372372340410948,14.535140132904052
49,-1.9826927984133362,13.974317306280136
50,-1.6283402292057871,15.987125596404075
51,-1.5677261363714934,15.088780745863914
52,-1.6271385807543992,17.547308957576753
53,-2.0173280028626324,18.16848319172859
54,-0.43581186328083277,18.594987235963345
55,-3.0671003814786673,15.216873750090599
56,-1.8856571381911635,18.666481846570967
57,-0.8897651731967926,18.507075783610343
58,-2.258472379017621,25.293676817417143
59,-1.3348856371827424,19.86857451200485
60,-1.042279400397092,24.10291688144207
61,-1.1698049659840764,18.333270138502122
62,-3.100088228285313,12.330983370542526
63,-1.1495256073307245,30.803555393218993
64,-2.5545618712902067,21.559285867214204
65,-2.0492198396474124,25.04880363047123
66,-1.8599900390952826,24.681338319182395
67,-2.05913710501045,25.446366709470748
68,-3.2705673329532146,20.95932228565216
69,-1.4347967795562,26.04414813220501
70,-1.7490287959575652,37.302512222528456
71,-2.0333203453570605,22.291243562102316
72,-0.22482039695605635,43.766380447149274
73,-1.2002484283410013,28.097619447112084
74,-1.2833832068368793,26.47822244465351
75,-2.40441215056926,29.918044400215148
76,-1.5824508570600302,30.034954154491423
77,-0.8399928609840572,47.82130225896835
78,-0.8444317039102316,45.96037963628769
79,-2.5104305155575277,31.210217034816743
80,0.508298784866929,58.427323043346405
81,0.2372447566129267,45.256530570983884
82,-2.8354187931865455,28.76459608078003
83,-1.8355814959853887,35.15176720917225
84,0.5735151018947363,57.40419350862503
85,-1.5978040794841946,33.89301550388336
86,-2.178969473950565,33.295502418279646
87,-2.3199749099090696,45.76908232867718
88,-1.1393304337747394,37.942129066586496
89,-1.789821606874466,37.72846010923386
90,-0.5733242959249765,47.2166062951088
91,-0.6233011251082644,47.30749254524708
92,6.879983286559582,94.33074727058411
93,-0.955542669352144,59.456282860040666
94,-2.8746128901839256,36.17871472835541
95,-1.6569159975275398,34.78591004312038
96,-1.5697180500254035,63.53046460151673
97,-1.5530101938173175,35.86254097223282
98,-1.2377005833666772,42.163720545172694
99,-0.21816432203631847,56.513887697458266
100,-0.1508572068065405,64.30597228407859
101,0.20340715716592966,63.30571612715721
102,-1.3787906227633357,44.11358495354652
103,-1.0436620369553566,48.48232105076313
104,1.473327873647213,85.81338331699371
105,-0.8353737063705922,63.66300781369209
106,0.08089087037369609,60.77140567302704
