steps,average_reward
2048,-0.3346456536001057
4096,-0.2657897820693914
6144,-0.32923478824628505
8192,-0.30620300451962135
10240,-0.2555686287203203
12288,-0.3343009108663857
14336,-0.29702188872242935
16384,-0.25265858257901586
18432,-0.2858976038510825
20480,-0.3241158005552583
22528,-0.3047522524774524
24576,-0.3511208561043903
26624,-0.33807517689352096
28672,-0.27700955752793516
30720,-0.24857494870450714
32768,-0.26091162870030205
34816,-0.2788723244284098
36864,-0.2401499924888005
38912,-0.2863541835376698
40960,-0.2972022098650211
43008,-0.2874125564006036
45056,-0.24720705400289922
47104,-0.1978778246732265
49152,-0.2989537765434034
51200,-0.17294925344769774
53248,-0.30500322690151394
55296,-0.21306504829443335
57344,-0.15447498457113695
59392,-0.17163246973812257
61440,-0.26867042765908866
63488,-0.17998285828623328
65536,-0.18915536794723944
67584,-0.1868985451240533
69632,-0.17950116826797996
71680,-0.22507920108760793
73728,-0.16971213756843362
75776,-0.1834951835797637
77824,-0.1587927846669353
79872,-0.08288237166704249
81920,-0.13551468483088017
83968,-0.08711755690277084
86016,-0.05075515175253764
88064,-0.13202983626981685
90112,-0.11750959663055238
92160,-0.13034702555029176
94208,-0.12397667734452897
96256,-0.014267714518932814
98304,0.007585604110255006
100352,0.021485757684423214
102400,0.048776179170531335
104448,0.046476450489697625
106496,0.05800440664771317
108544,0.07753788365100557
110592,0.12529969758018866
112640,0.053317095497644386
114688,0.21362945509122877
116736,0.1701547465964048
118784,0.13482649411378583
120832,0.22575395694532802
122880,0.1950428383796261
124928,0.19137727905734842
126976,0.2113880547648435
129024,0.3341155233341129
131072,0.25101620843234224
133120,0.3460177882217844
135168,0.34508764809392634
137216,0.34698095042151766
139264,0.37702210083620513
141312,0.47544274982018
143360,0.4027132087637652
145408,0.43364154929919424
147456,0.47398863306186123
149504,0.3877300748699307
151552,0.4484552200650448
153600,0.4706305176242778
155648,0.5415724997065554
157696,0.5216967755891583
159744,0.48721388999972115
161792,0.48892859629421165
163840,0.6003212748496425
165888,0.4517917757677372
167936,0.46475139844412633
169984,0.6350697374445962
172032,0.6094915047989107
174080,0.4818932036893299
176128,0.6152351854231993
178176,0.6611064422087023
180224,0.6933804352341179
182272,0.6479743721681022
184320,0.704421507608268
186368,0.6446291663963482
188416,0.6563776815010418
190464,0.21177033552202912
192512,0.6006444833760579
194560,0.7292249927007151
196608,0.6844501526111815
198656,0.6939449261140436
200704,0.7120815952778454
202752,0.7098945529914698
204800,0.6568898638629073
206848,0.6512648953122107
208896,0.6352051831491259
210944,0.7250827602756826
212992,0.7135044512552096
215040,0.5750767324028018
217088,0.6973317076416057
219136,0.6522757830842274
221184,0.6608417425551065
223232,0.7335988601899115
225280,0.5423884205745049
227328,0.41788314880517585
229376,0.6524852382541618
231424,0.5894541683490846
233472,0.5971099667349862
235520,0.4602935328178452
237568,0.6148529713208815
239616,0.6778891996078317
241664,0.6399492806601355
243712,0.5241403175905048
245760,0.6700641452504326
247808,0.7502593309016191
249856,0.760988359780173
251904,0.23587580820680337
253952,0.5909219322216046
256000,0.6963530140949334
258048,0.5761062671369519
260096,0.6424290664701597
262144,0.5595836509616665
264192,0.7463864990788136
266240,0.5680543879047224
268288,0.6654053395042987
270336,0.789892200111597
272384,0.7683125320427185
274432,0.8458965603205989
276480,0.7372512836486067
278528,0.7011693186980896
280576,0.3644639859409684
282624,0.698636887284944
284672,0.6545659771058645
286720,0.7064514987254714
288768,0.5841658153733993
290816,0.7173224976157329
292864,0.5227470538339398
294912,0.6970002266368936
296960,0.3716867599215829
299008,0.8209554504635604
301056,0.5812564195257353
303104,0.8308493846720773
305152,0.612438750181435
307200,0.6436203011458933
309248,0.8379831844514262
311296,0.8145482528245077
313344,0.7096687274245357
315392,0.8500488770749106
317440,0.8326049310005156
319488,0.8844950837447016
321536,0.8896548879022184
323584,0.6227159252089396
325632,-0.18759646788552728
327680,0.5805951828671808
329728,0.8132630792563564
331776,0.8389645901006166
333824,0.6067023501702984
335872,0.742562900771246
337920,0.6846802326775178
339968,0.8192106516860017
342016,0.8103235938596435
344064,0.8562998746057262
346112,0.8397176569278163
348160,0.8276314230944735
350208,0.8901161929198256
352256,0.7286681115026992
354304,0.8881269071168039
356352,0.8357390239507546
358400,0.5978208370655286
360448,0.9157005938366201
362496,0.9051022308262973
364544,0.8002555472063202
366592,0.833385232610439
368640,0.8199922397288172
370688,0.900935666687204
372736,0.9161350110561479
374784,0.9191486634950563
376832,0.9152113965360966
378880,0.8113060315780942
380928,0.9030609114985414
382976,0.8886596769010464
385024,0.840714822266432
387072,0.9249719241923853
389120,0.9293206971511385
391168,0.8778543096729082
393216,0.8989829378747045
395264,0.9145785760119681
397312,0.8522765813087207
399360,0.9148699106734486
401408,0.8887818706867107
403456,0.9129442829739436
405504,0.8940291544522563
407552,0.8642047059249192
409600,0.8257591157429747
411648,0.8769722062996447
413696,0.9567609024976973
415744,0.8699883119603139
417792,0.8815473696750453
419840,0.9400311012648954
421888,0.9112110262171758
423936,0.9031077130815359
425984,0.8945675781512852
428032,0.8207061278867431
430080,0.9680257992884786
432128,0.9157227775684467
434176,0.8471477822219196
436224,0.9103640107502144
438272,0.9263901269596209
440320,0.8964730622738173
442368,0.9151682347115568
444416,0.7857253008605067
446464,0.8831203893044913
448512,0.8614009984302653
450560,0.8665002269622701
452608,0.961523136510019
454656,0.8277954386418499
456704,0.799516764269687
458752,0.9838457731412988
460800,0.9370714030348222
462848,0.7490522041384191
464896,0.8004895314745328
466944,0.7249342974366735
468992,0.9005549329461293
471040,0.7909205995940437
473088,0.8503992588266649
475136,0.9214058398204942
477184,0.5662675646731687
479232,0.9263928103482721
481280,0.8316954356109363
483328,0.8761495621124719
485376,0.8407854051067339
487424,0.5911275110194874
489472,0.9272494821971733
491520,0.7470722898219522
493568,0.9367148988703647
495616,0.8605487147174096
497664,0.8717967988867995
499712,0.7840480799622267
501760,0.9084170805598166
503808,0.9345343714257495
505856,0.6944304445784002
507904,0.9356197773494965
509952,0.9445748678985157
512000,0.9438373314291094
514048,1.0083053590056592
516096,0.8237093997735575
518144,0.8872449734653637
520192,0.6374031298400579
522240,0.7634077985597916
524288,0.9511664608482842
526336,0.9240825610582342
528384,0.7611117723145973
530432,0.7840458166325155
532480,1.0346816556193885
534528,0.873117486925268
536576,0.9324395441874884
538624,0.8547680675560521
540672,0.9453432603695038
542720,0.7377701999253476
544768,0.7653181898117543
546816,0.8855370054543369
548864,0.9519476574566346
550912,0.9554110688939357
552960,0.9309620390844824
555008,0.9455776313412181
557056,1.010491461194006
559104,0.9275844619697524
561152,0.9975991539214648
563200,0.9478415797818129
565248,0.967583471067222
567296,0.9473416045786172
569344,0.9720149530176425
571392,0.936231206037093
573440,0.9484499461940915
575488,0.7385181422730569
577536,0.9587861526947751
579584,0.9483502760903284
581632,0.4334146224679767
583680,0.877262786664184
585728,0.8818251403474737
587776,0.9363221189265579
