steps,average_reward
2048,-0.041815130552997404
4096,0.055974004687419705
6144,0.30261730142536675
8192,0.32819136257716397
10240,0.4657407047225339
12288,0.5223597095579906
14336,0.4619750482863568
16384,0.3068625942350547
18432,0.3850385612788862
20480,0.5068054113452893
22528,0.728159965890302
24576,0.508937550741379
26624,0.4750517922143873
28672,0.6687409170207409
30720,0.4659669377092731
32768,0.4507447412906995
34816,0.6970771126873567
36864,0.5839623135396972
38912,0.5115946148924562
40960,0.8604325804445402
43008,0.9955257774035318
45056,0.8499093406596259
47104,0.7170085736418238
49152,0.7095117919907894
51200,1.3616320410413705
53248,1.2097059559376873
55296,1.2765851418197283
57344,1.1821218430822285
59392,1.3288429529909074
61440,0.955360309793805
63488,1.3388972899034508
65536,1.3114039476085928
67584,1.5170244713289214
69632,1.4380280657922397
71680,1.3243839038741791
73728,1.4872688543040016
75776,1.4216329334131654
77824,1.5972362162140632
79872,1.3618677088741342
81920,1.710087791706478
83968,1.7168236135757162
86016,1.6765237114612153
88064,1.5137637370502137
90112,1.482963727817776
92160,1.502432897453044
94208,1.5591509885025077
96256,1.7138902809815815
98304,1.537867864180164
100352,1.3131742265416935
102400,1.5490923244991253
104448,1.7281278064675023
106496,1.5609493515534207
108544,1.337247954671631
110592,1.719169397282567
112640,1.4478727092793253
114688,1.4550466843910823
116736,1.487329521064905
118784,1.7569438507635025
120832,1.7819598935487284
122880,1.5914388441310074
124928,1.6644547936451322
126976,1.6138137103034498
129024,1.5806699078799729
131072,1.771066072136898
133120,1.6104890257500721
135168,1.743601388027082
137216,1.6152322266292134
139264,1.4317442749755458
141312,1.5976235255999476
143360,1.7494770158257176
145408,1.71444415520496
147456,1.6707794361160886
149504,1.7334376479402809
151552,1.8132134328380638
153600,1.7017500006267832
155648,1.4645847222267447
157696,1.7417378908728305
159744,1.5336918229015453
161792,1.771464189744712
163840,1.7233231643893652
165888,1.6152676069107947
167936,1.5832083163735096
169984,1.7762341133421697
172032,1.7156526203224298
174080,1.7861140857808486
176128,1.7957461619469663
178176,1.7694111032382542
180224,1.796695409514983
182272,1.5923799396842584
184320,1.687101540760748
186368,1.7614679652156529
188416,1.5644000741792958
190464,1.649072173082887
192512,1.5988185310623324
194560,1.6868675677648861
196608,1.6535696088198204
198656,1.5863837320348995
200704,1.6848931872624124
202752,1.7966180288482743
204800,1.6685921067503624
206848,1.6409430578572888
208896,1.7414256875734657
210944,1.7043134119328331
212992,1.5486442308232902
215040,1.7434913153780678
217088,1.4593832076529167
219136,1.8137239883393033
221184,1.6731603152315198
223232,1.7685685229341037
225280,1.6260165265832374
227328,1.5152646197085429
229376,1.6732843058027307
231424,1.5341159825435968
233472,1.562649166279749
235520,1.7920497893873621
237568,1.7509111320242094
239616,1.7008638560894034
241664,1.3730308689368884
243712,1.6614075101813175
245760,1.7650238304306685
247808,1.5390996304892988
249856,1.852602064745195
251904,1.5213941643636595
253952,1.804684299889172
256000,1.7434180683279101
258048,1.6195845725302966
260096,1.7974320042164345
262144,1.7685014519692048
264192,1.910679768581625
266240,1.6096017639456743
268288,1.8025901581449677
270336,1.5957127299682166
272384,1.8120990659996061
274432,1.8471578589507636
276480,1.8427787812148153
278528,1.739174666908095
280576,1.8218928640587941
282624,1.8362353636494122
284672,1.7374889235542805
286720,1.6506899690038992
288768,1.8237457072713292
290816,1.8314510418457055
292864,1.8377167690522491
294912,1.4863595361156838
296960,1.6959547159035688
299008,1.871130519222203
301056,1.8683360047094792
303104,1.764363446320906
305152,1.5938017232491917
307200,1.6593870012289722
309248,1.8823730614252983
311296,1.8463772332870088
313344,1.893567095819419
315392,1.7504252780960754
317440,1.8767007492035441
319488,1.903243777924582
321536,1.585935348607076
323584,1.958832328474113
325632,1.8343815581458465
327680,1.6047018030335667
329728,1.8048615517175546
331776,1.631788067047716
333824,1.8693427835583414
335872,1.6081865325191824
337920,1.6008326993446784
339968,1.7460423175533892
342016,1.903854674976726
344064,1.7674222468869576
346112,1.4646368137081611
348160,1.7857096613192807
350208,1.6044262617485656
352256,1.4982622707767064
354304,1.9061053426702128
356352,1.9582216952547613
358400,1.533750081527442
360448,1.3927553762275289
362496,1.6866835850538886
364544,1.8053461641430228
366592,1.8711292959513788
368640,1.7653455153967506
370688,1.7371258006829648
372736,1.7898265452290303
374784,1.7495211800819006
376832,1.6986653546514154
378880,1.8468574815317262
380928,1.5412148994856922
382976,1.8777446950096557
385024,1.6849362492364621
387072,1.8079492849347885
389120,1.797254938615385
391168,1.8124963666323692
393216,1.7229677399252545
395264,1.6170028932625915
397312,1.308053189617902
399360,1.3909994087572861
401408,1.9408182762657193
403456,1.3870704570741685
405504,1.469602180297825
407552,1.4914366111466517
409600,1.7193489435844558
411648,1.5691201295027821
413696,1.3513401761801798
415744,1.0748271348175753
417792,1.6265211248399774
419840,1.0421476114011399
421888,0.8327730991930339
423936,1.2125403089287423
425984,1.4010212064892955
428032,1.2077214111587962
430080,1.1505361303611599
432128,1.726341339241706
434176,1.6388089454560717
436224,1.115895184105422
438272,1.3611729812484712
440320,1.1925209639239027
442368,1.493665648357538
444416,1.1526377338625382
446464,1.6048474285910077
448512,1.0353368222525068
450560,1.2139822436924912
452608,1.6219263151650143
454656,1.3307908123422139
456704,1.2877165897666585
458752,1.4222569647098848
460800,1.5595154540252874
462848,1.139851161804427
