update_cycle,actor_loss,critic_loss
0,1.112034154497087,12.156672118604183
1,-0.21852499542292209,12.927732074260712
2,-3.3107062064111235,25.29080497920513
3,-2.205961458478123,54.66699017286301
4,-3.8098288595676424,129.60320296287537
5,-4.509961439669132,159.0839065551758
6,-2.900759179517627,174.4765736103058
7,0.34894858924672006,162.8771759033203
8,-1.2787884416989983,159.3155200958252
9,-3.68896526331082,171.13157873153688
10,-6.532246613502503,211.60776071548463
11,-0.9199133110232651,230.14907364845277
12,-0.5209125788882375,185.75360097885132
13,-4.386749223805964,215.58020129203797
14,1.2643890443723649,249.9717363357544
15,0.2825337696354836,175.33922135829926
16,-3.5706829209811985,253.68817253112792
17,-1.3506302994210273,220.2502387523651
18,-0.28148107337765393,188.60380406379699
19,-5.991271478682757,187.62657845020294
20,-6.167595294117928,296.673490524292
21,-2.742023840174079,252.96135792732238
22,0.6676094213500618,336.35398693084716
23,-0.4494683808181435,232.0437759876251
24,-10.50508967489004,223.60182948112487
25,-6.39267454110086,214.45992414951326
26,-5.755791190639139,280.4036130428314
27,-1.76271883379668,386.7342498779297
28,-4.548681825958193,315.7286865234375
29,0.400580909056589,240.0123574733734
30,-4.4532208304852245,331.2364505767822
31,-3.053691533766687,339.0734992980957
32,-4.9550518117845055,334.46083228588105
33,-3.374250090494752,331.83897986412046
34,-1.7133349028415978,385.79255294799805
35,-3.3205084346234797,341.49966287612915
36,-0.19280032040551304,458.61529488563536
37,-5.261099577881396,271.2663069725037
38,1.182393472455442,438.62950987815856
39,-4.929458529129624,359.0070050954819
40,-4.0437508974224325,387.70758843421936
41,-2.57530111791566,388.40828907489777
42,-0.30938447266817093,434.04456424713135
43,-0.591139234881848,386.0724910020828
44,-0.530303459847346,422.61561274528503
45,0.1615492170676589,466.5077853679657
46,-2.6929809141904117,421.270499420166
47,-1.0712668292224408,325.612562584877
48,2.928962165489793,429.55284652709963
49,0.8575358571484685,526.923712348938
50,-2.390338204242289,463.16778593063356
51,-1.67503847386688,318.8334804058075
52,3.153771917941049,472.78742055892945
53,-2.220196998864412,435.4046504497528
54,1.8366877029649913,539.6557264328003
55,1.1876473622396588,525.2568720817566
