update_cycle,actor_loss,critic_loss
0,14.12431946694851,45.69710410833359
1,7.886483976244927,76.39997546672821
2,4.471532545238733,101.95794086456299
3,2.4264753334224225,119.59722526073456
4,1.566411100886762,132.34977583885194
5,0.9056415137834847,139.65518457889556
6,0.48488952983170747,152.87620012760163
7,0.07279760409146548,145.75278577804565
8,0.14947663964703678,144.5077712059021
9,-0.040460364241153,142.84228439331054
10,0.3511537962593138,148.0859323978424
11,-0.14222897551953792,147.92049818038942
12,-0.39534462499432266,146.11836302280426
13,-0.6013458797708153,136.37216100692748
14,0.0031132510397583247,138.7101589679718
15,-0.5306977005209774,133.98534913063048
16,0.015510934684425593,134.83872072696687
17,-0.1579142829403281,140.95583312511445
18,-0.3180691627319902,135.69639971256257
19,0.11078388756141067,133.25206587314605
20,-0.3650617822771892,125.12634837627411
21,-0.23999184397980572,127.80377092361451
22,-0.12691081315279007,127.5205726146698
23,-0.9208662169985473,125.03226726055145
24,-0.3659050377085805,118.46205582618714
25,-0.6495593839325011,114.89657592773438
26,-0.5215737248770893,112.31223697662354
27,-0.8808644418604672,105.13923234939575
28,-0.3552501728292555,104.49251942634582
29,-0.10107567948289216,102.97917408943177
30,-0.5923036262858659,99.79320192337036
31,-0.8230935536324978,96.99275555610657
32,-0.30787644381634893,91.03044041395188
33,-0.47072114758193495,89.4595483660698
34,-0.4213119873777032,84.94457243680954
35,-0.3003837781492621,84.65922374725342
36,-0.7166151761077344,79.48052266836166
37,-0.32454759660176935,80.00980780124664
38,-0.6128941434901207,75.3991709113121
39,-0.5455534175503999,72.62832369804383
40,-0.7730015147477388,70.57954540252686
41,-0.872107051499188,63.97274022102356
42,-0.5720250840298832,64.86322128772736
43,-0.20743977879174053,59.25388855934143
44,-0.550479272659868,57.37066689729691
45,-0.703596309479326,49.1569607257843
46,-0.4933554480783641,48.00053268074989
47,-0.5689908056287095,50.88810081481934
48,-0.3898379853926599,46.192262852191924
49,-0.6300074598751962,42.32170119285583
50,-0.7056859485805035,39.67418912649155
51,-0.06942092571407557,36.68800298571587
52,-0.8112460968084634,34.84805681705475
53,-0.3584200833691284,33.68430519104004
54,-0.6614863665774464,30.62130586504936
55,-0.312294750334695,30.727350348234175
56,-0.4636773225618526,27.285354876518248
57,-0.39078348786570133,26.49715875387192
58,-0.32059810680802914,25.728286361694337
59,0.0004631815245375037,23.930358600616454
60,-0.3246168770128861,22.491393548250198
61,-0.2183437589323148,22.27340062856674
62,-0.539105478907004,21.71306840181351
63,-0.29856583557557315,21.082325184345244
64,-0.5775917651364579,19.34657938480377
65,-0.4119259379338473,18.5503710180521
66,-0.12411834432277828,17.246972587704658
67,-0.3449859115527943,16.881365260481836
68,-0.022190026589669287,16.461523109674452
69,-0.2915004463982768,15.122416234016418
70,-0.08037041670177132,14.864310929179192
71,-0.1647105913143605,14.930529895424844
72,-0.1560280706267804,15.078820958733559
73,-0.316958596627228,14.63984392285347
74,-0.38517835283419116,14.286080828309059
75,-0.20740964922588317,12.791265404224395
76,-0.02877630414441228,12.016702544689178
77,-0.07558617994654923,11.46176707148552
78,-0.04853259121300653,12.116899794340133
79,-0.06584454573458061,12.326400634646415
80,-0.1031466927146539,11.27960400879383
81,-0.19206818509846926,11.340295687317848
82,-0.09755305389408023,11.302838458120823
83,0.08540117425145581,9.897491136193276
84,-0.09740423209732399,9.754249219596385
85,-0.17349628636147826,9.830995854735374
86,-0.06548487450927495,9.335219959914685
87,-0.27851600595749915,9.258650325238705
88,-0.3151867562672123,9.100753465294838
89,-0.29229970374144615,8.256864455342292
90,-0.03187751272926107,8.282952152192593
91,0.11906909735407681,8.681543211638928
92,-0.012482339609414339,9.041356021165848
93,-0.17968911083880812,7.972505880892276
94,-0.1303727894788608,8.084300777316093
95,-0.17027790559222922,8.140155430138112
96,-0.0016522863879799843,8.521813118457795
97,0.10268013648455962,7.860094106197357
98,-0.015818222309462726,8.214639313519001
99,-0.164745505573228,7.883105243742466
100,0.04366288799792528,7.55985930711031
101,-0.03469048091210425,7.265560194849968
102,-0.14454620571341364,7.247305908799172
103,0.14744876748882235,7.4970287650823595
104,-0.38329051511827855,6.902310495078564
105,-0.009940558287780732,6.672528457641602
106,-0.004178925743326544,6.812327185273171
107,-0.05971566399675794,6.139687450230122
108,-0.21121238354826347,5.973230797052383
109,-0.051281471829861404,6.118850612640381
110,0.08078455575741827,6.228208813071251
111,0.043146572238765654,6.797442944347859
112,-0.0398555354680866,6.264279539883137
113,-0.08185192293021828,5.936175467073918
114,0.07160426836344413,6.0687812805175785
115,-0.04093737453804351,6.03467508405447
116,-0.06543958911206574,5.735217972099781
117,0.0016559203155338763,6.241085235774517
118,-0.15010542597156018,5.1378050908446316
119,-0.0413502785959281,5.360424612462521
120,-0.17041138974018394,5.626970409601927
121,0.07882775072939693,5.195924415439367
122,0.14505866779945792,5.346313235163689
123,-0.07067433777847328,5.674007457494736
124,-0.14798570612911136,5.597118307650089
125,-0.044690199953038245,5.298791546374559
126,-0.09806788973510265,5.984244911372661
127,-0.1873206113348715,5.254031997919083
128,0.009540622518397868,5.556585226207972
129,0.1260493191774003,5.461884655803442
130,-0.1277824367163703,5.558268062025308
131,0.059977225470356645,5.545956320315599
132,-0.0627288238494657,5.526271048933268
133,-0.11804270138964057,5.498880860954523
134,-0.04827409841818735,5.384283190965652
135,-0.016250469512306152,4.891318894922733
136,-0.16530981810647064,4.758978705853224
137,0.08854762914124877,4.801294935494662
138,-0.03133613714016974,4.616161793470383
139,0.06266615483909846,4.917248919606209
140,-0.13272874285466968,4.638561534136533
141,-0.032297821855172514,4.48499700576067
142,-0.06762051839614287,4.523857080936432
143,0.048635364312212916,4.5129292696714405
144,0.17134734590072184,4.684016986936331
145,0.14505834917072208,4.876011354476214
146,-0.09101202208548784,4.744463797658682
147,0.07331901229918003,4.884074930101633
148,-0.25456946233753114,4.4621597021818165
149,-0.08256590936798602,4.296593418717384
150,0.010746267694048583,4.639401404559612
151,0.0006201090756803751,4.095328775048256
152,-0.12992942915298045,4.27569319754839
153,-0.1181242432212457,4.147495926171541
154,-0.03301955973147415,4.180262620002031
155,0.14687271083239467,4.399390006065369
156,0.11444517297204584,4.7534643240273
157,-0.12483095319475979,4.161585337668657
158,-0.016866885870695115,4.223747880756855
159,0.029803762398660182,4.405964823812246
160,-0.08127807914279402,4.296975740045309
161,-0.0209370325144846,4.036408445239067
162,-0.007223580777645111,3.8703354582190514
163,0.2805023972294293,4.444902370125055
164,-0.1883244828437455,4.199663601070642
165,0.036069730605231595,4.148438830673695
166,0.17707838399801404,4.064368721097708
167,-0.055255842045880854,4.211362881213427
168,0.048316928319400175,3.872238354384899
169,0.07017666496103629,4.258714592456817
