steps,average_reward
231424,-0.22688441408321675
233472,-0.2158290009179932
235520,-0.2268884761959751
237568,-0.21728578931526382
239616,-0.2148334976860968
241664,-0.22199451810931756
243712,-0.202107227211998
245760,-0.20784638400406788
247808,-0.20914303398226045
249856,-0.20886676901379989
251904,-0.2174177191966784
253952,-0.21402783192231334
256000,-0.21121571214155413
258048,-0.20405952477611278
260096,-0.21418363664057208
262144,-0.20018701110376727
264192,-0.2134664394980153
266240,-0.22387503907471518
268288,-0.20617314075086646
270336,-0.21740435589783053
272384,-0.20941863003512887
274432,-0.20700307010511504
276480,-0.21072801332807684
278528,-0.2055513453534878
280576,-0.18874045537491196
282624,-0.20479612582583062
284672,-0.19350873062340307
286720,-0.1998354313046817
288768,-0.1877730858380476
290816,-0.19290834956254255
292864,-0.19303709066117186
294912,-0.19527446455420222
296960,-0.20135420762220152
299008,-0.20448273970155137
301056,-0.19500300370512452
303104,-0.20394301267808898
305152,-0.17924692051108623
307200,-0.18845374091286696
309248,-0.19019083580017682
311296,-0.1843077567022871
313344,-0.17781233990955972
315392,-0.17930672635250855
317440,-0.18287153509455378
319488,-0.20001755084570993
321536,-0.19917776646284335
323584,-0.18144616233830396
325632,-0.18325319356805525
327680,-0.18983326831002495
329728,-0.18084302338589128
331776,-0.17906814362987544
333824,-0.1781948387644146
335872,-0.20746267617439676
337920,-0.17567477828273587
339968,-0.18239486217367623
342016,-0.1950305474708474
344064,-0.18164793634782245
346112,-0.1824421718013053
348160,-0.186196136756066
350208,-0.18770260136401262
352256,-0.19102628586539627
354304,-0.18299203064942304
356352,-0.18597103852320188
358400,-0.1789954635521498
360448,-0.17971950516358332
362496,-0.19495574571492563
364544,-0.18688877844111662
366592,-0.18685514265818703
368640,-0.17424422010364357
370688,-0.17672513728243378
372736,-0.174126667489733
374784,-0.20298839512320632
376832,-0.1724606224895166
378880,-0.17210990978946952
380928,-0.18857041251699924
382976,-0.1848914009566688
385024,-0.17769945592628483
387072,-0.1965478649494381
389120,-0.18746415696787122
391168,-0.17989769127039357
393216,-0.1761104712285917
395264,-0.17968999930850332
397312,-0.17173320574152776
399360,-0.18519127554012088
401408,-0.16892329714038024
403456,-0.19084217457250147
405504,-0.17227885474975407
407552,-0.18815996081880668
409600,-0.1822770094276375
411648,-0.1869779835087774
413696,-0.18263188967700572
415744,-0.179614653178405
417792,-0.192478456169685
419840,-0.19497795891897965
421888,-0.17305413651430146
423936,-0.18312502366654487
425984,-0.1706488613937841
428032,-0.17366243945617982
430080,-0.19001758809520447
432128,-0.15779688065638794
434176,-0.16459166436461764
436224,-0.176837838262295
438272,-0.16267157023732748
440320,-0.17095940434930612
442368,-0.16899363321658473
444416,-0.1641252227144801
446464,-0.1764573861408829
448512,-0.17579581333502114
450560,-0.17478800232208241
452608,-0.17408436078407452
454656,-0.1680112941745724
456704,-0.176975318532369
458752,-0.1700448580066828
460800,-0.19983827730619738
462848,-0.1711583037749357
464896,-0.18817191335473482
466944,-0.18350691410090433
468992,-0.17752462181063025
471040,-0.15430413267568868
473088,-0.17329911202907872
475136,-0.16956021630521512
477184,-0.1695787071250022
479232,-0.16863304679068628
481280,-0.17768626659358572
483328,-0.18060811775808105
485376,-0.1742031724300432
487424,-0.17800113622155309
489472,-0.17426850801212695
491520,-0.18393487681011922
493568,-0.17703578180571625
495616,-0.18297772298646586
497664,-0.1792985171421138
499712,-0.16077457832840317
501760,-0.1700678777680798
503808,-0.17000743081862785
505856,-0.1679739336401774
507904,-0.1930418684221616
509952,-0.1903233745370727
512000,-0.18473271020752646
514048,-0.18071621623156553
516096,-0.1839099482849931
518144,-0.17720966694992596
520192,-0.16213627476520287
522240,-0.17658829949186672
524288,-0.17118964447212748
526336,-0.1741804642735726
528384,-0.18936992926626056
530432,-0.17679059725459878
532480,-0.17538847012315628
534528,-0.1927139041021759
536576,-0.177366477845237
538624,-0.20266668339072913
540672,-0.17935715402113286
542720,-0.19159037673631996
544768,-0.1825184054744903
546816,-0.1754170442340499
548864,-0.19005160083397227
550912,-0.1809843151584293
552960,-0.1857917759408359
555008,-0.16695948518427756
557056,-0.19910915328764345
559104,-0.18973134185100365
561152,-0.1926446921741548
563200,-0.18861677141579122
565248,-0.1799042702915947
567296,-0.19176371182315094
569344,-0.19686043060670497
571392,-0.17065789067300963
573440,-0.19386563880106303
575488,-0.17350262072652337
577536,-0.20454176260463247
579584,-0.1789799183337063
581632,-0.1719804395911777
583680,-0.18371958074988382
585728,-0.16902921025707351
587776,-0.15896944500266302
589824,-0.17194730374641426
591872,-0.16952220436795368
593920,-0.19305117988811415
595968,-0.18051187691462806
598016,-0.17669972702346623
600064,-0.17061634523822572
602112,-0.1846639087024302
604160,-0.18430371029250595
606208,-0.1820393676646307
608256,-0.17765950813719164
610304,-0.16992918251254188
612352,-0.16766285602837216
614400,-0.1735855258362849
616448,-0.17150146217154152
618496,-0.17556743205910702
620544,-0.15982588869483266
622592,-0.16854373434919578
624640,-0.177486232013605
626688,-0.16230951023108464
628736,-0.18126305348040667
630784,-0.17007595210907533
632832,-0.17852061649176895
634880,-0.17822528409689659
636928,-0.16555396008833104
638976,-0.17198724802509197
641024,-0.165418561853179
643072,-0.1726031957828151
645120,-0.16765351009012047
647168,-0.1741881683078695
649216,-0.17259854065921956
651264,-0.17753041172926382
653312,-0.17105350242193315
655360,-0.17209959401124014
657408,-0.1755378128936755
659456,-0.17800769860602397
661504,-0.18260499730508178
663552,-0.16094301291229407
665600,-0.17054183665602068
667648,-0.17030623450496418
669696,-0.17486958021847226
671744,-0.1730892045796563
673792,-0.18245447919994684
675840,-0.16683228650670584
677888,-0.18286072296326433
679936,-0.16621016481523537
681984,-0.17405928064092213
684032,-0.18023753502072143
686080,-0.16648138170211413
688128,-0.1627382210741643
690176,-0.1610041507077117
692224,-0.1681889234202532
694272,-0.1739896179060445
696320,-0.16785916128636136
698368,-0.16592510805889343
700416,-0.17417348825123646
702464,-0.17995387531345938
704512,-0.1701969491984862
706560,-0.15784645642256584
708608,-0.1735395995735543
710656,-0.17349782557440815
712704,-0.17307823259548225
714752,-0.16980460647292203
716800,-0.1647880983921679
718848,-0.1585171030469391
720896,-0.17182076150945552
722944,-0.1745415411076654
724992,-0.1631204700762545
727040,-0.1657765395303608
729088,-0.1672768994324041
731136,-0.1737483022100349
733184,-0.15769105265847322
735232,-0.17308864992844086
737280,-0.164410119649071
739328,-0.1595762412451854
741376,-0.16823088718900292
743424,-0.16079264359254675
745472,-0.16464258453792852
747520,-0.181448020909322
749568,-0.16941653972454623
751616,-0.1655264723551368
753664,-0.16341623654295923
755712,-0.163753794188028
757760,-0.17436710041001313
759808,-0.1814191318825567
761856,-0.1686228108337393
763904,-0.17462824941794713
765952,-0.16670539174684912
768000,-0.18062111614232856
770048,-0.16169807087057006
772096,-0.17311832498227894
774144,-0.15649287392496936
776192,-0.1657168535321285
778240,-0.17556907816785575
780288,-0.1636796147699138
782336,-0.15906442391422204
784384,-0.17922074805787108
786432,-0.16486947605799696
788480,-0.17749168116914954
790528,-0.1671185555478103
792576,-0.17985628478209453
794624,-0.17298876563520654
796672,-0.17735479611049712
798720,-0.1700769441858947
800768,-0.1784797451669884
802816,-0.16625367819784834
804864,-0.17507047711301893
806912,-0.16427193038133037
808960,-0.16498725526039248
811008,-0.16151345167917563
813056,-0.18038611011145086
815104,-0.1704307279528593
817152,-0.16500633500535952
819200,-0.17014438355645856
821248,-0.17720712762084395
823296,-0.16397109216618197
825344,-0.17137268657436378
827392,-0.17276726247702742
829440,-0.17247945527317418
831488,-0.1708910220452985
833536,-0.15022647000304049
835584,-0.1676469034035677
837632,-0.16600000651212715
839680,-0.1641633493949538
841728,-0.1770479148027769
843776,-0.1755499510861931
845824,-0.18039526887450227
847872,-0.18099750767733794
849920,-0.17610310631144072
851968,-0.16525988733857175
854016,-0.16776734118018288
856064,-0.15695145215032716
858112,-0.17147454380981889
860160,-0.17155557616673117
862208,-0.1595366100527717
864256,-0.17185432992443145
866304,-0.1671414297082233
868352,-0.17636476068169243
870400,-0.1655705291936076
872448,-0.16930433572661796
874496,-0.16993600813818416
876544,-0.16754493394752673
878592,-0.1637290717220576
880640,-0.16903812773718124
882688,-0.16564524143068543
884736,-0.17742259052061954
886784,-0.1562690226749609
888832,-0.1637835027800726
890880,-0.1616020996320106
892928,-0.16114378405327595
894976,-0.1549409022802961
897024,-0.1610688771987716
899072,-0.15297044236706847
901120,-0.16318653042163556
903168,-0.16111738254227076
905216,-0.161386769039298
907264,-0.16467591444530494
909312,-0.16199963742648382
911360,-0.16922604578504888
913408,-0.16964156087643092
915456,-0.16515500364209923
917504,-0.16433528099396988
919552,-0.16121185597734117
921600,-0.16177869158733477
923648,-0.16721228062565802
925696,-0.1825103676549737
927744,-0.17651127663555752
929792,-0.18231599367813178
931840,-0.16817120993866147
933888,-0.1703517343751657
935936,-0.16443314172364487
937984,-0.1700878257280736
940032,-0.1574937869370416
942080,-0.16948372866564027
944128,-0.1703098519098436
946176,-0.1627534711669639
948224,-0.16815560224270126
950272,-0.1630686114492832
952320,-0.15482400733232604
954368,-0.1612846277452072
956416,-0.17295528073569313
958464,-0.17511739938975485
960512,-0.1609235296198333
962560,-0.15896419124839042
964608,-0.1749147542295916
966656,-0.15264095664296612
968704,-0.1580201505955149
970752,-0.15474181630566614
972800,-0.16109318010448442
974848,-0.16047420784681415
976896,-0.1632907627852227
978944,-0.16209387111422383
980992,-0.15145412867358876
983040,-0.17259670303367056
985088,-0.1599204964217033
987136,-0.16347326509441706
989184,-0.15976503000026057
991232,-0.15956092776286426
993280,-0.16944226604478388
995328,-0.1609937508640891
997376,-0.16614476033595915
999424,-0.15948665823016958
1001472,-0.16916009678960603
